Id,10dORHV,len,datetime,open,high,low,close,volume,openinterest,stockpx,len,datetime,open,high,low,close,volume,openinterest,HVStrategy,len,datetime,Bollinger_Breakout,len,breakout,Bollinger_Breakdown,len,breakdown,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,10dORHV,stockpx
1582,10dORHV,1582,2016-05-17 00:00:00,,,,20.68,,,stockpx,1582,2016-05-17 00:00:00,,,,93.65,,,HVStrategy,1582,736101.0,Bollinger_Breakout,1582,0.0,Bollinger_Breakdown,1582,0.0,Broker,1582,100040.87,100040.87,BuySell,1582,,,BuySell,1582,,,DataTrades,1582,,
1583,10dORHV,1583,2016-05-18 00:00:00,,,,20.21,,,stockpx,1583,2016-05-18 00:00:00,,,,94.25,,,HVStrategy,1583,736102.0,Bollinger_Breakout,1583,0.0,Bollinger_Breakdown,1583,0.0,Broker,1583,100040.87,100040.87,BuySell,1583,,,BuySell,1583,,,DataTrades,1583,,
1584,10dORHV,1584,2016-05-19 00:00:00,,,,18.92,,,stockpx,1584,2016-05-19 00:00:00,,,,94.04,,,HVStrategy,1584,736103.0,Bollinger_Breakout,1584,0.0,Bollinger_Breakdown,1584,0.0,Broker,1584,100040.87,100040.87,BuySell,1584,,,BuySell,1584,,,DataTrades,1584,,
1585,10dORHV,1585,2016-05-20 00:00:00,,,,18.72,,,stockpx,1585,2016-05-20 00:00:00,,,,95.05,,,HVStrategy,1585,736104.0,Bollinger_Breakout,1585,0.0,Bollinger_Breakdown,1585,0.0,Broker,1585,100040.87,100040.87,BuySell,1585,,,BuySell,1585,,,DataTrades,1585,,
1586,10dORHV,1586,2016-05-23 00:00:00,,,,19.28,,,stockpx,1586,2016-05-23 00:00:00,,,,96.72,,,HVStrategy,1586,736107.0,Bollinger_Breakout,1586,0.0,Bollinger_Breakdown,1586,0.0,Broker,1586,100040.87,100040.87,BuySell,1586,,,BuySell,1586,,,DataTrades,1586,,
1587,10dORHV,1587,2016-05-24 00:00:00,,,,18.69,,,stockpx,1587,2016-05-24 00:00:00,,,,97.84,,,HVStrategy,1587,736108.0,Bollinger_Breakout,1587,1.0,Bollinger_Breakdown,1587,0.0,Broker,1587,100040.87,100040.87,BuySell,1587,,,BuySell,1587,,,DataTrades,1587,,
1588,10dORHV,1588,2016-05-25 00:00:00,,,,18.97,,,stockpx,1588,2016-05-25 00:00:00,,,,99.65,,,HVStrategy,1588,736109.0,Bollinger_Breakout,1588,1.0,Bollinger_Breakdown,1588,0.0,Broker,1588,100021.9,100040.87,BuySell,1588,18.97,,BuySell,1588,,,DataTrades,1588,,
1589,10dORHV,1589,2016-05-26 00:00:00,,,,18.73,,,stockpx,1589,2016-05-26 00:00:00,,,,100.22,,,HVStrategy,1589,736110.0,Bollinger_Breakout,1589,1.0,Bollinger_Breakdown,1589,0.0,Broker,1589,100021.9,100040.62999999999,BuySell,1589,,,BuySell,1589,,,DataTrades,1589,,
1590,10dORHV,1590,2016-05-27 00:00:00,,,,19.45,,,stockpx,1590,2016-05-27 00:00:00,,,,99.97,,,HVStrategy,1590,736111.0,Bollinger_Breakout,1590,0.0,Bollinger_Breakdown,1590,0.0,Broker,1590,100021.9,100041.34999999999,BuySell,1590,,,BuySell,1590,,,DataTrades,1590,,
1591,10dORHV,1591,2016-05-31 00:00:00,,,,16.81,,,stockpx,1591,2016-05-31 00:00:00,,,,99.52,,,HVStrategy,1591,736115.0,Bollinger_Breakout,1591,0.0,Bollinger_Breakdown,1591,0.0,Broker,1591,100038.70999999999,100038.70999999999,BuySell,1591,,16.81,BuySell,1591,,,DataTrades,1591,-2.16,
1592,10dORHV,1592,2016-06-01 00:00:00,,,,16.1,,,stockpx,1592,2016-06-01 00:00:00,,,,98.81,,,HVStrategy,1592,736116.0,Bollinger_Breakout,1592,0.0,Bollinger_Breakdown,1592,0.0,Broker,1592,100038.70999999999,100038.70999999999,BuySell,1592,,,BuySell,1592,,,DataTrades,1592,,
1593,10dORHV,1593,2016-06-02 00:00:00,,,,16.45,,,stockpx,1593,2016-06-02 00:00:00,,,,97.67,,,HVStrategy,1593,736117.0,Bollinger_Breakout,1593,0.0,Bollinger_Breakdown,1593,0.0,Broker,1593,100038.70999999999,100038.70999999999,BuySell,1593,,,BuySell,1593,,,DataTrades,1593,,
1594,10dORHV,1594,2016-06-03 00:00:00,,,,16.74,,,stockpx,1594,2016-06-03 00:00:00,,,,98.02,,,HVStrategy,1594,736118.0,Bollinger_Breakout,1594,0.0,Bollinger_Breakdown,1594,0.0,Broker,1594,100038.70999999999,100038.70999999999,BuySell,1594,,,BuySell,1594,,,DataTrades,1594,,
1595,10dORHV,1595,2016-06-06 00:00:00,,,,17.23,,,stockpx,1595,2016-06-06 00:00:00,,,,98.81,,,HVStrategy,1595,736121.0,Bollinger_Breakout,1595,0.0,Bollinger_Breakdown,1595,0.0,Broker,1595,100038.70999999999,100038.70999999999,BuySell,1595,,,BuySell,1595,,,DataTrades,1595,,
1596,10dORHV,1596,2016-06-07 00:00:00,,,,17.42,,,stockpx,1596,2016-06-07 00:00:00,,,,99.14,,,HVStrategy,1596,736122.0,Bollinger_Breakout,1596,0.0,Bollinger_Breakdown,1596,0.0,Broker,1596,100038.70999999999,100038.70999999999,BuySell,1596,,,BuySell,1596,,,DataTrades,1596,,
1597,10dORHV,1597,2016-06-08 00:00:00,,,,17.04,,,stockpx,1597,2016-06-08 00:00:00,,,,98.94,,,HVStrategy,1597,736123.0,Bollinger_Breakout,1597,0.0,Bollinger_Breakdown,1597,0.0,Broker,1597,100038.70999999999,100038.70999999999,BuySell,1597,,,BuySell,1597,,,DataTrades,1597,,
1598,10dORHV,1598,2016-06-09 00:00:00,,,,16.81,,,stockpx,1598,2016-06-09 00:00:00,,,,99.69,,,HVStrategy,1598,736124.0,Bollinger_Breakout,1598,0.0,Bollinger_Breakdown,1598,0.0,Broker,1598,100038.70999999999,100038.70999999999,BuySell,1598,,,BuySell,1598,,,DataTrades,1598,,
1599,10dORHV,1599,2016-06-10 00:00:00,,,,15.64,,,stockpx,1599,2016-06-10 00:00:00,,,,99.04,,,HVStrategy,1599,736125.0,Bollinger_Breakout,1599,0.0,Bollinger_Breakdown,1599,0.0,Broker,1599,100038.70999999999,100038.70999999999,BuySell,1599,,,BuySell,1599,,,DataTrades,1599,,
1600,10dORHV,1600,2016-06-13 00:00:00,,,,15.85,,,stockpx,1600,2016-06-13 00:00:00,,,,97.66,,,HVStrategy,1600,736128.0,Bollinger_Breakout,1600,0.0,Bollinger_Breakdown,1600,0.0,Broker,1600,100038.70999999999,100038.70999999999,BuySell,1600,,,BuySell,1600,,,DataTrades,1600,,
1601,10dORHV,1601,2016-06-14 00:00:00,,,,16.0,,,stockpx,1601,2016-06-14 00:00:00,,,,97.44,,,HVStrategy,1601,736129.0,Bollinger_Breakout,1601,0.0,Bollinger_Breakdown,1601,0.0,Broker,1601,100038.70999999999,100038.70999999999,BuySell,1601,,,BuySell,1601,,,DataTrades,1601,,
1602,10dORHV,1602,2016-06-15 00:00:00,,,,16.45,,,stockpx,1602,2016-06-15 00:00:00,,,,97.75,,,HVStrategy,1602,736130.0,Bollinger_Breakout,1602,0.0,Bollinger_Breakdown,1602,0.0,Broker,1602,100038.70999999999,100038.70999999999,BuySell,1602,,,BuySell,1602,,,DataTrades,1602,,
1603,10dORHV,1603,2016-06-16 00:00:00,,,,16.5,,,stockpx,1603,2016-06-16 00:00:00,,,,97.58,,,HVStrategy,1603,736131.0,Bollinger_Breakout,1603,0.0,Bollinger_Breakdown,1603,0.0,Broker,1603,100038.70999999999,100038.70999999999,BuySell,1603,,,BuySell,1603,,,DataTrades,1603,,
1604,10dORHV,1604,2016-06-17 00:00:00,,,,17.26,,,stockpx,1604,2016-06-17 00:00:00,,,,95.76,,,HVStrategy,1604,736132.0,Bollinger_Breakout,1604,0.0,Bollinger_Breakdown,1604,0.0,Broker,1604,100038.70999999999,100038.70999999999,BuySell,1604,,,BuySell,1604,,,DataTrades,1604,,
1605,10dORHV,1605,2016-06-20 00:00:00,,,,19.23,,,stockpx,1605,2016-06-20 00:00:00,,,,95.92,,,HVStrategy,1605,736135.0,Bollinger_Breakout,1605,0.0,Bollinger_Breakdown,1605,0.0,Broker,1605,100038.70999999999,100038.70999999999,BuySell,1605,,,BuySell,1605,,,DataTrades,1605,,
1606,10dORHV,1606,2016-06-21 00:00:00,,,,18.73,,,stockpx,1606,2016-06-21 00:00:00,,,,95.98,,,HVStrategy,1606,736136.0,Bollinger_Breakout,1606,0.0,Bollinger_Breakdown,1606,0.0,Broker,1606,100038.70999999999,100038.70999999999,BuySell,1606,,,BuySell,1606,,,DataTrades,1606,,
1607,10dORHV,1607,2016-06-22 00:00:00,,,,19.53,,,stockpx,1607,2016-06-22 00:00:00,,,,95.57,,,HVStrategy,1607,736137.0,Bollinger_Breakout,1607,0.0,Bollinger_Breakdown,1607,0.0,Broker,1607,100038.70999999999,100038.70999999999,BuySell,1607,,,BuySell,1607,,,DataTrades,1607,,
1608,10dORHV,1608,2016-06-23 00:00:00,,,,19.1,,,stockpx,1608,2016-06-23 00:00:00,,,,95.43,,,HVStrategy,1608,736138.0,Bollinger_Breakout,1608,0.0,Bollinger_Breakdown,1608,0.0,Broker,1608,100038.70999999999,100038.70999999999,BuySell,1608,,,BuySell,1608,,,DataTrades,1608,,
1609,10dORHV,1609,2016-06-24 00:00:00,,,,25.7,,,stockpx,1609,2016-06-24 00:00:00,,,,92.89,,,HVStrategy,1609,736139.0,Bollinger_Breakout,1609,0.0,Bollinger_Breakdown,1609,1.0,Broker,1609,100038.70999999999,100038.70999999999,BuySell,1609,,,BuySell,1609,,,DataTrades,1609,,
1610,10dORHV,1610,2016-06-27 00:00:00,,,,25.01,,,stockpx,1610,2016-06-27 00:00:00,,,,91.58,,,HVStrategy,1610,736142.0,Bollinger_Breakout,1610,0.0,Bollinger_Breakdown,1610,1.0,Broker,1610,100038.70999999999,100038.70999999999,BuySell,1610,,,BuySell,1610,,,DataTrades,1610,,
1611,10dORHV,1611,2016-06-28 00:00:00,,,,25.24,,,stockpx,1611,2016-06-28 00:00:00,,,,93.12,,,HVStrategy,1611,736143.0,Bollinger_Breakout,1611,0.0,Bollinger_Breakdown,1611,0.0,Broker,1611,100038.70999999999,100038.70999999999,BuySell,1611,,,BuySell,1611,,,DataTrades,1611,,
1612,10dORHV,1612,2016-06-29 00:00:00,,,,25.16,,,stockpx,1612,2016-06-29 00:00:00,,,,94.48,,,HVStrategy,1612,736144.0,Bollinger_Breakout,1612,0.0,Bollinger_Breakdown,1612,0.0,Broker,1612,100038.70999999999,100038.70999999999,BuySell,1612,,,BuySell,1612,,,DataTrades,1612,,
1613,10dORHV,1613,2016-06-30 00:00:00,,,,24.56,,,stockpx,1613,2016-06-30 00:00:00,,,,95.73,,,HVStrategy,1613,736145.0,Bollinger_Breakout,1613,0.0,Bollinger_Breakdown,1613,0.0,Broker,1613,100038.70999999999,100038.70999999999,BuySell,1613,,,BuySell,1613,,,DataTrades,1613,,
1614,10dORHV,1614,2016-07-01 00:00:00,,,,23.94,,,stockpx,1614,2016-07-01 00:00:00,,,,95.96,,,HVStrategy,1614,736146.0,Bollinger_Breakout,1614,0.0,Bollinger_Breakdown,1614,0.0,Broker,1614,100038.70999999999,100038.70999999999,BuySell,1614,,,BuySell,1614,,,DataTrades,1614,,
1615,10dORHV,1615,2016-07-05 00:00:00,,,,22.01,,,stockpx,1615,2016-07-05 00:00:00,,,,94.87,,,HVStrategy,1615,736150.0,Bollinger_Breakout,1615,0.0,Bollinger_Breakdown,1615,0.0,Broker,1615,100038.70999999999,100038.70999999999,BuySell,1615,,,BuySell,1615,,,DataTrades,1615,,
1616,10dORHV,1616,2016-07-06 00:00:00,,,,22.13,,,stockpx,1616,2016-07-06 00:00:00,,,,95.26,,,HVStrategy,1616,736151.0,Bollinger_Breakout,1616,0.0,Bollinger_Breakdown,1616,0.0,Broker,1616,100038.70999999999,100038.70999999999,BuySell,1616,,,BuySell,1616,,,DataTrades,1616,,
1617,10dORHV,1617,2016-07-07 00:00:00,,,,21.39,,,stockpx,1617,2016-07-07 00:00:00,,,,96.1,,,HVStrategy,1617,736152.0,Bollinger_Breakout,1617,0.0,Bollinger_Breakdown,1617,0.0,Broker,1617,100038.70999999999,100038.70999999999,BuySell,1617,,,BuySell,1617,,,DataTrades,1617,,
1618,10dORHV,1618,2016-07-08 00:00:00,,,,21.53,,,stockpx,1618,2016-07-08 00:00:00,,,,96.1,,,HVStrategy,1618,736153.0,Bollinger_Breakout,1618,0.0,Bollinger_Breakdown,1618,0.0,Broker,1618,100038.70999999999,100038.70999999999,BuySell,1618,,,BuySell,1618,,,DataTrades,1618,,
1619,10dORHV,1619,2016-07-11 00:00:00,,,,12.82,,,stockpx,1619,2016-07-11 00:00:00,,,,97.14,,,HVStrategy,1619,736156.0,Bollinger_Breakout,1619,0.0,Bollinger_Breakdown,1619,0.0,Broker,1619,100038.70999999999,100038.70999999999,BuySell,1619,,,BuySell,1619,,,DataTrades,1619,,
1620,10dORHV,1620,2016-07-12 00:00:00,,,,11.97,,,stockpx,1620,2016-07-12 00:00:00,,,,97.29,,,HVStrategy,1620,736157.0,Bollinger_Breakout,1620,0.0,Bollinger_Breakdown,1620,0.0,Broker,1620,100038.70999999999,100038.70999999999,BuySell,1620,,,BuySell,1620,,,DataTrades,1620,,
1621,10dORHV,1621,2016-07-13 00:00:00,,,,10.35,,,stockpx,1621,2016-07-13 00:00:00,,,,96.97,,,HVStrategy,1621,736158.0,Bollinger_Breakout,1621,0.0,Bollinger_Breakdown,1621,0.0,Broker,1621,100038.70999999999,100038.70999999999,BuySell,1621,,,BuySell,1621,,,DataTrades,1621,,
1622,10dORHV,1622,2016-07-14 00:00:00,,,,11.2,,,stockpx,1622,2016-07-14 00:00:00,,,,98.9,,,HVStrategy,1622,736159.0,Bollinger_Breakout,1622,0.0,Bollinger_Breakdown,1622,0.0,Broker,1622,100038.70999999999,100038.70999999999,BuySell,1622,,,BuySell,1622,,,DataTrades,1622,,
1623,10dORHV,1623,2016-07-15 00:00:00,,,,11.09,,,stockpx,1623,2016-07-15 00:00:00,,,,98.79,,,HVStrategy,1623,736160.0,Bollinger_Breakout,1623,0.0,Bollinger_Breakdown,1623,0.0,Broker,1623,100038.70999999999,100038.70999999999,BuySell,1623,,,BuySell,1623,,,DataTrades,1623,,
1624,10dORHV,1624,2016-07-18 00:00:00,,,,11.57,,,stockpx,1624,2016-07-18 00:00:00,,,,99.93,,,HVStrategy,1624,736163.0,Bollinger_Breakout,1624,1.0,Bollinger_Breakdown,1624,0.0,Broker,1624,100038.70999999999,100038.70999999999,BuySell,1624,,,BuySell,1624,,,DataTrades,1624,,
1625,10dORHV,1625,2016-07-19 00:00:00,,,,10.98,,,stockpx,1625,2016-07-19 00:00:00,,,,99.84,,,HVStrategy,1625,736164.0,Bollinger_Breakout,1625,0.0,Bollinger_Breakdown,1625,0.0,Broker,1625,100027.73,100038.70999999999,BuySell,1625,10.98,,BuySell,1625,,,DataTrades,1625,,
1626,10dORHV,1626,2016-07-20 00:00:00,,,,10.46,,,stockpx,1626,2016-07-20 00:00:00,,,,99.79,,,HVStrategy,1626,736165.0,Bollinger_Breakout,1626,0.0,Bollinger_Breakdown,1626,0.0,Broker,1626,100027.73,100038.19,BuySell,1626,,,BuySell,1626,,,DataTrades,1626,,
1627,10dORHV,1627,2016-07-21 00:00:00,,,,11.41,,,stockpx,1627,2016-07-21 00:00:00,,,,99.27,,,HVStrategy,1627,736166.0,Bollinger_Breakout,1627,0.0,Bollinger_Breakdown,1627,0.0,Broker,1627,100027.73,100039.14,BuySell,1627,,,BuySell,1627,,,DataTrades,1627,,
1628,10dORHV,1628,2016-07-22 00:00:00,,,,11.49,,,stockpx,1628,2016-07-22 00:00:00,,,,98.6,,,HVStrategy,1628,736167.0,Bollinger_Breakout,1628,0.0,Bollinger_Breakdown,1628,0.0,Broker,1628,100039.22,100039.22,BuySell,1628,,11.49,BuySell,1628,,,DataTrades,1628,0.5099999999999998,
1629,10dORHV,1629,2016-07-25 00:00:00,,,,12.69,,,stockpx,1629,2016-07-25 00:00:00,,,,97.06,,,HVStrategy,1629,736170.0,Bollinger_Breakout,1629,0.0,Bollinger_Breakdown,1629,0.0,Broker,1629,100039.22,100039.22,BuySell,1629,,,BuySell,1629,,,DataTrades,1629,,
1630,10dORHV,1630,2016-07-26 00:00:00,,,,13.36,,,stockpx,1630,2016-07-26 00:00:00,,,,96.56,,,HVStrategy,1630,736171.0,Bollinger_Breakout,1630,0.0,Bollinger_Breakdown,1630,0.0,Broker,1630,100039.22,100039.22,BuySell,1630,,,BuySell,1630,,,DataTrades,1630,,
1631,10dORHV,1631,2016-07-27 00:00:00,,,,40.58,,,stockpx,1631,2016-07-27 00:00:00,,,,103.73,,,HVStrategy,1631,736172.0,Bollinger_Breakout,1631,1.0,Bollinger_Breakdown,1631,0.0,Broker,1631,100039.22,100039.22,BuySell,1631,,,BuySell,1631,,,DataTrades,1631,,
1632,10dORHV,1632,2016-07-28 00:00:00,,,,40.45,,,stockpx,1632,2016-07-28 00:00:00,,,,104.11,,,HVStrategy,1632,736173.0,Bollinger_Breakout,1632,1.0,Bollinger_Breakdown,1632,0.0,Broker,1632,99998.77,100039.22,BuySell,1632,40.45,,BuySell,1632,,,DataTrades,1632,,
1633,10dORHV,1633,2016-07-29 00:00:00,,,,40.31,,,stockpx,1633,2016-07-29 00:00:00,,,,104.12,,,HVStrategy,1633,736174.0,Bollinger_Breakout,1633,1.0,Bollinger_Breakdown,1633,0.0,Broker,1633,99998.77,100039.08,BuySell,1633,,,BuySell,1633,,,DataTrades,1633,,
1634,10dORHV,1634,2016-08-01 00:00:00,,,,40.4,,,stockpx,1634,2016-08-01 00:00:00,,,,105.74,,,HVStrategy,1634,736177.0,Bollinger_Breakout,1634,1.0,Bollinger_Breakdown,1634,0.0,Broker,1634,99998.77,100039.17,BuySell,1634,,,BuySell,1634,,,DataTrades,1634,,
1635,10dORHV,1635,2016-08-02 00:00:00,,,,40.72,,,stockpx,1635,2016-08-02 00:00:00,,,,104.52,,,HVStrategy,1635,736178.0,Bollinger_Breakout,1635,0.0,Bollinger_Breakdown,1635,0.0,Broker,1635,100039.49,100039.49,BuySell,1635,,40.72,BuySell,1635,,,DataTrades,1635,0.269999999999996,
1636,10dORHV,1636,2016-08-03 00:00:00,,,,40.79,,,stockpx,1636,2016-08-03 00:00:00,,,,105.78,,,HVStrategy,1636,736179.0,Bollinger_Breakout,1636,0.0,Bollinger_Breakdown,1636,0.0,Broker,1636,100039.49,100039.49,BuySell,1636,,,BuySell,1636,,,DataTrades,1636,,
1637,10dORHV,1637,2016-08-04 00:00:00,,,,40.46,,,stockpx,1637,2016-08-04 00:00:00,,,,105.81,,,HVStrategy,1637,736180.0,Bollinger_Breakout,1637,0.0,Bollinger_Breakdown,1637,0.0,Broker,1637,100039.49,100039.49,BuySell,1637,,,BuySell,1637,,,DataTrades,1637,,
1638,10dORHV,1638,2016-08-05 00:00:00,,,,40.59,,,stockpx,1638,2016-08-05 00:00:00,,,,107.45,,,HVStrategy,1638,736181.0,Bollinger_Breakout,1638,0.0,Bollinger_Breakdown,1638,0.0,Broker,1638,100039.49,100039.49,BuySell,1638,,,BuySell,1638,,,DataTrades,1638,,
1639,10dORHV,1639,2016-08-08 00:00:00,,,,40.26,,,stockpx,1639,2016-08-08 00:00:00,,,,108.18,,,HVStrategy,1639,736184.0,Bollinger_Breakout,1639,0.0,Bollinger_Breakdown,1639,0.0,Broker,1639,100039.49,100039.49,BuySell,1639,,,BuySell,1639,,,DataTrades,1639,,
1640,10dORHV,1640,2016-08-09 00:00:00,,,,40.06,,,stockpx,1640,2016-08-09 00:00:00,,,,108.9,,,HVStrategy,1640,736185.0,Bollinger_Breakout,1640,0.0,Bollinger_Breakdown,1640,0.0,Broker,1640,100039.49,100039.49,BuySell,1640,,,BuySell,1640,,,DataTrades,1640,,
1641,10dORHV,1641,2016-08-10 00:00:00,,,,11.88,,,stockpx,1641,2016-08-10 00:00:00,,,,107.82,,,HVStrategy,1641,736186.0,Bollinger_Breakout,1641,0.0,Bollinger_Breakdown,1641,0.0,Broker,1641,100039.49,100039.49,BuySell,1641,,,BuySell,1641,,,DataTrades,1641,,
1642,10dORHV,1642,2016-08-11 00:00:00,,,,12.12,,,stockpx,1642,2016-08-11 00:00:00,,,,108.31,,,HVStrategy,1642,736187.0,Bollinger_Breakout,1642,0.0,Bollinger_Breakdown,1642,0.0,Broker,1642,100039.49,100039.49,BuySell,1642,,,BuySell,1642,,,DataTrades,1642,,
1643,10dORHV,1643,2016-08-12 00:00:00,,,,11.83,,,stockpx,1643,2016-08-12 00:00:00,,,,108.15,,,HVStrategy,1643,736188.0,Bollinger_Breakout,1643,0.0,Bollinger_Breakdown,1643,0.0,Broker,1643,100039.49,100039.49,BuySell,1643,,,BuySell,1643,,,DataTrades,1643,,
1644,10dORHV,1644,2016-08-15 00:00:00,,,,11.58,,,stockpx,1644,2016-08-15 00:00:00,,,,109.32,,,HVStrategy,1644,736191.0,Bollinger_Breakout,1644,0.0,Bollinger_Breakdown,1644,0.0,Broker,1644,100039.49,100039.49,BuySell,1644,,,BuySell,1644,,,DataTrades,1644,,
1645,10dORHV,1645,2016-08-16 00:00:00,,,,11.06,,,stockpx,1645,2016-08-16 00:00:00,,,,109.75,,,HVStrategy,1645,736192.0,Bollinger_Breakout,1645,0.0,Bollinger_Breakdown,1645,0.0,Broker,1645,100039.49,100039.49,BuySell,1645,,,BuySell,1645,,,DataTrades,1645,,
1646,10dORHV,1646,2016-08-17 00:00:00,,,,10.83,,,stockpx,1646,2016-08-17 00:00:00,,,,109.08,,,HVStrategy,1646,736193.0,Bollinger_Breakout,1646,0.0,Bollinger_Breakdown,1646,0.0,Broker,1646,100039.49,100039.49,BuySell,1646,,,BuySell,1646,,,DataTrades,1646,,
1647,10dORHV,1647,2016-08-18 00:00:00,,,,11.04,,,stockpx,1647,2016-08-18 00:00:00,,,,109.49,,,HVStrategy,1647,736194.0,Bollinger_Breakout,1647,0.0,Bollinger_Breakdown,1647,0.0,Broker,1647,100039.49,100039.49,BuySell,1647,,,BuySell,1647,,,DataTrades,1647,,
1648,10dORHV,1648,2016-08-19 00:00:00,,,,10.48,,,stockpx,1648,2016-08-19 00:00:00,,,,109.3,,,HVStrategy,1648,736195.0,Bollinger_Breakout,1648,0.0,Bollinger_Breakdown,1648,0.0,Broker,1648,100039.49,100039.49,BuySell,1648,,,BuySell,1648,,,DataTrades,1648,,
1649,10dORHV,1649,2016-08-22 00:00:00,,,,10.96,,,stockpx,1649,2016-08-22 00:00:00,,,,108.5,,,HVStrategy,1649,736198.0,Bollinger_Breakout,1649,0.0,Bollinger_Breakdown,1649,0.0,Broker,1649,100039.49,100039.49,BuySell,1649,,,BuySell,1649,,,DataTrades,1649,,
1650,10dORHV,1650,2016-08-23 00:00:00,,,,10.99,,,stockpx,1650,2016-08-23 00:00:00,,,,108.91,,,HVStrategy,1650,736199.0,Bollinger_Breakout,1650,0.0,Bollinger_Breakdown,1650,0.0,Broker,1650,100039.49,100039.49,BuySell,1650,,,BuySell,1650,,,DataTrades,1650,,
1651,10dORHV,1651,2016-08-24 00:00:00,,,,10.95,,,stockpx,1651,2016-08-24 00:00:00,,,,108.13,,,HVStrategy,1651,736200.0,Bollinger_Breakout,1651,0.0,Bollinger_Breakdown,1651,0.0,Broker,1651,100039.49,100039.49,BuySell,1651,,,BuySell,1651,,,DataTrades,1651,,
1652,10dORHV,1652,2016-08-25 00:00:00,,,,10.82,,,stockpx,1652,2016-08-25 00:00:00,,,,107.71,,,HVStrategy,1652,736201.0,Bollinger_Breakout,1652,0.0,Bollinger_Breakdown,1652,0.0,Broker,1652,100039.49,100039.49,BuySell,1652,,,BuySell,1652,,,DataTrades,1652,,
1653,10dORHV,1653,2016-08-26 00:00:00,,,,11.67,,,stockpx,1653,2016-08-26 00:00:00,,,,106.91,,,HVStrategy,1653,736202.0,Bollinger_Breakout,1653,0.0,Bollinger_Breakdown,1653,0.0,Broker,1653,100039.49,100039.49,BuySell,1653,,,BuySell,1653,,,DataTrades,1653,,
1654,10dORHV,1654,2016-08-29 00:00:00,,,,11.06,,,stockpx,1654,2016-08-29 00:00:00,,,,106.78,,,HVStrategy,1654,736205.0,Bollinger_Breakout,1654,0.0,Bollinger_Breakdown,1654,0.0,Broker,1654,100039.49,100039.49,BuySell,1654,,,BuySell,1654,,,DataTrades,1654,,
1655,10dORHV,1655,2016-08-30 00:00:00,,,,10.77,,,stockpx,1655,2016-08-30 00:00:00,,,,105.85,,,HVStrategy,1655,736206.0,Bollinger_Breakout,1655,0.0,Bollinger_Breakdown,1655,0.0,Broker,1655,100039.49,100039.49,BuySell,1655,,,BuySell,1655,,,DataTrades,1655,,
1656,10dORHV,1656,2016-08-31 00:00:00,,,,10.64,,,stockpx,1656,2016-08-31 00:00:00,,,,106.18,,,HVStrategy,1656,736207.0,Bollinger_Breakout,1656,0.0,Bollinger_Breakdown,1656,0.0,Broker,1656,100039.49,100039.49,BuySell,1656,,,BuySell,1656,,,DataTrades,1656,,
1657,10dORHV,1657,2016-09-01 00:00:00,,,,10.82,,,stockpx,1657,2016-09-01 00:00:00,,,,106.36,,,HVStrategy,1657,736208.0,Bollinger_Breakout,1657,0.0,Bollinger_Breakdown,1657,0.0,Broker,1657,100039.49,100039.49,BuySell,1657,,,BuySell,1657,,,DataTrades,1657,,
1658,10dORHV,1658,2016-09-06 00:00:00,,,,12.81,,,stockpx,1658,2016-09-06 00:00:00,,,,107.64,,,HVStrategy,1658,736213.0,Bollinger_Breakout,1658,0.0,Bollinger_Breakdown,1658,0.0,Broker,1658,100039.49,100039.49,BuySell,1658,,,BuySell,1658,,,DataTrades,1658,,
1659,10dORHV,1659,2016-09-07 00:00:00,,,,14.03,,,stockpx,1659,2016-09-07 00:00:00,,,,108.34,,,HVStrategy,1659,736214.0,Bollinger_Breakout,1659,0.0,Bollinger_Breakdown,1659,0.0,Broker,1659,100039.49,100039.49,BuySell,1659,,,BuySell,1659,,,DataTrades,1659,,
1660,10dORHV,1660,2016-09-08 00:00:00,,,,13.78,,,stockpx,1660,2016-09-08 00:00:00,,,,105.6,,,HVStrategy,1660,736215.0,Bollinger_Breakout,1660,0.0,Bollinger_Breakdown,1660,0.0,Broker,1660,100039.49,100039.49,BuySell,1660,,,BuySell,1660,,,DataTrades,1660,,
1661,10dORHV,1661,2016-09-09 00:00:00,,,,15.1,,,stockpx,1661,2016-09-09 00:00:00,,,,103.88,,,HVStrategy,1661,736216.0,Bollinger_Breakout,1661,0.0,Bollinger_Breakdown,1661,1.0,Broker,1661,100039.49,100039.49,BuySell,1661,,,BuySell,1661,,,DataTrades,1661,,
1662,10dORHV,1662,2016-09-12 00:00:00,,,,16.79,,,stockpx,1662,2016-09-12 00:00:00,,,,103.88,,,HVStrategy,1662,736219.0,Bollinger_Breakout,1662,0.0,Bollinger_Breakdown,1662,1.0,Broker,1662,100039.49,100039.49,BuySell,1662,,,BuySell,1662,,,DataTrades,1662,,
1663,10dORHV,1663,2016-09-13 00:00:00,,,,19.0,,,stockpx,1663,2016-09-13 00:00:00,,,,103.88,,,HVStrategy,1663,736220.0,Bollinger_Breakout,1663,0.0,Bollinger_Breakdown,1663,0.0,Broker,1663,100039.49,100039.49,BuySell,1663,,,BuySell,1663,,,DataTrades,1663,,
